LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FIN,HEALTHEXP,TOT,PC_GDP,A,1997,7.132,
FIN,HEALTHEXP,TOT,PC_GDP,A,1998,6.823,
FIN,HEALTHEXP,TOT,PC_GDP,A,1999,6.798,
FIN,HEALTHEXP,TOT,PC_GDP,A,2000,6.837,B
FIN,HEALTHEXP,TOT,PC_GDP,A,2001,6.985,
FIN,HEALTHEXP,TOT,PC_GDP,A,2002,7.359,
FIN,HEALTHEXP,TOT,PC_GDP,A,2003,7.663,
FIN,HEALTHEXP,TOT,PC_GDP,A,2004,7.791,
FIN,HEALTHEXP,TOT,PC_GDP,A,2005,7.998,
FIN,HEALTHEXP,TOT,PC_GDP,A,2006,8.005,
FIN,HEALTHEXP,TOT,PC_GDP,A,2007,7.826,
FIN,HEALTHEXP,TOT,PC_GDP,A,2008,8.084,
FIN,HEALTHEXP,TOT,PC_GDP,A,2009,8.872,
FIN,HEALTHEXP,TOT,PC_GDP,A,2010,8.869,
FIN,HEALTHEXP,TOT,PC_GDP,A,2011,8.949,
FIN,HEALTHEXP,TOT,PC_GDP,A,2012,9.291,
FIN,HEALTHEXP,TOT,PC_GDP,A,2013,9.492,
FIN,HEALTHEXP,TOT,PC_GDP,A,2014,9.48,
FIN,HEALTHEXP,TOT,PC_GDP,A,2015,9.446,
FIN,HEALTHEXP,TOT,PC_GDP,A,2016,9.345,P
FRA,HEALTHEXP,TOT,PC_GDP,A,1970,5.184,
FRA,HEALTHEXP,TOT,PC_GDP,A,1975,6.136,
FRA,HEALTHEXP,TOT,PC_GDP,A,1980,6.737,
FRA,HEALTHEXP,TOT,PC_GDP,A,1985,7.643,
FRA,HEALTHEXP,TOT,PC_GDP,A,1990,7.958,
FRA,HEALTHEXP,TOT,PC_GDP,A,1991,8.18,
FRA,HEALTHEXP,TOT,PC_GDP,A,1992,8.403,
FRA,HEALTHEXP,TOT,PC_GDP,A,1993,8.809,
FRA,HEALTHEXP,TOT,PC_GDP,A,1994,8.793,
FRA,HEALTHEXP,TOT,PC_GDP,A,1995,9.83,B
FRA,HEALTHEXP,TOT,PC_GDP,A,1996,9.834,
FRA,HEALTHEXP,TOT,PC_GDP,A,1997,9.709,
FRA,HEALTHEXP,TOT,PC_GDP,A,1998,9.61,
FRA,HEALTHEXP,TOT,PC_GDP,A,1999,9.611,
FRA,HEALTHEXP,TOT,PC_GDP,A,2000,9.541,
FRA,HEALTHEXP,TOT,PC_GDP,A,2001,9.665,
FRA,HEALTHEXP,TOT,PC_GDP,A,2002,9.982,
FRA,HEALTHEXP,TOT,PC_GDP,A,2003,10.041,B
FRA,HEALTHEXP,TOT,PC_GDP,A,2004,10.124,
FRA,HEALTHEXP,TOT,PC_GDP,A,2005,10.18,
FRA,HEALTHEXP,TOT,PC_GDP,A,2006,10.045,
FRA,HEALTHEXP,TOT,PC_GDP,A,2007,9.962,
FRA,HEALTHEXP,TOT,PC_GDP,A,2008,10.102,
FRA,HEALTHEXP,TOT,PC_GDP,A,2009,10.807,
FRA,HEALTHEXP,TOT,PC_GDP,A,2010,10.713,
FRA,HEALTHEXP,TOT,PC_GDP,A,2011,10.726,
FRA,HEALTHEXP,TOT,PC_GDP,A,2012,10.828,
FRA,HEALTHEXP,TOT,PC_GDP,A,2013,10.929,
FRA,HEALTHEXP,TOT,PC_GDP,A,2014,11.1,
FRA,HEALTHEXP,TOT,PC_GDP,A,2015,11.066,
FRA,HEALTHEXP,TOT,PC_GDP,A,2016,10.982,E
DEU,HEALTHEXP,TOT,PC_GDP,A,1970,5.713,
DEU,HEALTHEXP,TOT,PC_GDP,A,1971,6.185,
DEU,HEALTHEXP,TOT,PC_GDP,A,1972,6.509,
DEU,HEALTHEXP,TOT,PC_GDP,A,1973,6.828,
DEU,HEALTHEXP,TOT,PC_GDP,A,1974,7.353,
DEU,HEALTHEXP,TOT,PC_GDP,A,1975,8.017,
DEU,HEALTHEXP,TOT,PC_GDP,A,1976,8.038,
DEU,HEALTHEXP,TOT,PC_GDP,A,1977,7.971,
DEU,HEALTHEXP,TOT,PC_GDP,A,1978,8.046,
DEU,HEALTHEXP,TOT,PC_GDP,A,1979,7.899,
DEU,HEALTHEXP,TOT,PC_GDP,A,1980,8.098,
DEU,HEALTHEXP,TOT,PC_GDP,A,1981,8.397,
DEU,HEALTHEXP,TOT,PC_GDP,A,1982,8.228,
DEU,HEALTHEXP,TOT,PC_GDP,A,1983,8.22,
DEU,HEALTHEXP,TOT,PC_GDP,A,1984,8.336,
DEU,HEALTHEXP,TOT,PC_GDP,A,1985,8.481,
DEU,HEALTHEXP,TOT,PC_GDP,A,1986,8.376,
DEU,HEALTHEXP,TOT,PC_GDP,A,1987,8.48,
DEU,HEALTHEXP,TOT,PC_GDP,A,1988,8.66,
DEU,HEALTHEXP,TOT,PC_GDP,A,1989,8.063,
DEU,HEALTHEXP,TOT,PC_GDP,A,1990,8.031,
DEU,HEALTHEXP,TOT,PC_GDP,A,1992,9.032,B
DEU,HEALTHEXP,TOT,PC_GDP,A,1993,9,
DEU,HEALTHEXP,TOT,PC_GDP,A,1994,9.235,
DEU,HEALTHEXP,TOT,PC_GDP,A,1995,9.51,
DEU,HEALTHEXP,TOT,PC_GDP,A,1996,9.797,
DEU,HEALTHEXP,TOT,PC_GDP,A,1997,9.678,
DEU,HEALTHEXP,TOT,PC_GDP,A,1998,9.698,
DEU,HEALTHEXP,TOT,PC_GDP,A,1999,9.768,
DEU,HEALTHEXP,TOT,PC_GDP,A,2000,9.84,
DEU,HEALTHEXP,TOT,PC_GDP,A,2001,9.875,
DEU,HEALTHEXP,TOT,PC_GDP,A,2002,10.122,
DEU,HEALTHEXP,TOT,PC_GDP,A,2003,10.358,
DEU,HEALTHEXP,TOT,PC_GDP,A,2004,10.13,
DEU,HEALTHEXP,TOT,PC_GDP,A,2005,10.275,
DEU,HEALTHEXP,TOT,PC_GDP,A,2006,10.128,
DEU,HEALTHEXP,TOT,PC_GDP,A,2007,9.985,
DEU,HEALTHEXP,TOT,PC_GDP,A,2008,10.181,
DEU,HEALTHEXP,TOT,PC_GDP,A,2009,11.167,
DEU,HEALTHEXP,TOT,PC_GDP,A,2010,11.035,
DEU,HEALTHEXP,TOT,PC_GDP,A,2011,10.747,
DEU,HEALTHEXP,TOT,PC_GDP,A,2012,10.805,
DEU,HEALTHEXP,TOT,PC_GDP,A,2013,10.968,
DEU,HEALTHEXP,TOT,PC_GDP,A,2014,11.05,
DEU,HEALTHEXP,TOT,PC_GDP,A,2015,11.152,
DEU,HEALTHEXP,TOT,PC_GDP,A,2016,11.268,P
GRC,HEALTHEXP,TOT,PC_GDP,A,1988,5.484,
GRC,HEALTHEXP,TOT,PC_GDP,A,1989,6.013,
GRC,HEALTHEXP,TOT,PC_GDP,A,1990,6.07,
GRC,HEALTHEXP,TOT,PC_GDP,A,1991,5.923,
GRC,HEALTHEXP,TOT,PC_GDP,A,1992,6.48,
GRC,HEALTHEXP,TOT,PC_GDP,A,1993,7.271,
GRC,HEALTHEXP,TOT,PC_GDP,A,1994,7.978,
GRC,HEALTHEXP,TOT,PC_GDP,A,1995,7.974,
GRC,HEALTHEXP,TOT,PC_GDP,A,1996,7.878,
GRC,HEALTHEXP,TOT,PC_GDP,A,1997,7.694,
GRC,HEALTHEXP,TOT,PC_GDP,A,1998,7.578,
GRC,HEALTHEXP,TOT,PC_GDP,A,1999,7.762,
GRC,HEALTHEXP,TOT,PC_GDP,A,2000,7.243,
GRC,HEALTHEXP,TOT,PC_GDP,A,2001,7.988,
GRC,HEALTHEXP,TOT,PC_GDP,A,2002,8.234,
GRC,HEALTHEXP,TOT,PC_GDP,A,2003,8.198,
GRC,HEALTHEXP,TOT,PC_GDP,A,2004,7.932,
GRC,HEALTHEXP,TOT,PC_GDP,A,2005,8.997,
GRC,HEALTHEXP,TOT,PC_GDP,A,2006,8.965,
GRC,HEALTHEXP,TOT,PC_GDP,A,2007,9.06,
GRC,HEALTHEXP,TOT,PC_GDP,A,2008,9.383,E
GRC,HEALTHEXP,TOT,PC_GDP,A,2009,9.468,B
