LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CZE,GGEXP,TOT,PC_GDP,A,1995,51.60506465,
CZE,GGEXP,TOT,PC_GDP,A,1996,40.7434355,
CZE,GGEXP,TOT,PC_GDP,A,1997,41.33831957,
CZE,GGEXP,TOT,PC_GDP,A,1998,41.65004573,
CZE,GGEXP,TOT,PC_GDP,A,1999,40.94800387,
CZE,GGEXP,TOT,PC_GDP,A,2000,40.23669062,
CZE,GGEXP,TOT,PC_GDP,A,2001,42.40868213,
CZE,GGEXP,TOT,PC_GDP,A,2002,44.19803673,
CZE,GGEXP,TOT,PC_GDP,A,2003,48.35207456,
CZE,GGEXP,TOT,PC_GDP,A,2004,42.07998579,
CZE,GGEXP,TOT,PC_GDP,A,2005,41.72832443,
CZE,GGEXP,TOT,PC_GDP,A,2006,40.73169024,
CZE,GGEXP,TOT,PC_GDP,A,2007,39.86558222,
CZE,GGEXP,TOT,PC_GDP,A,2008,40.07162317,
CZE,GGEXP,TOT,PC_GDP,A,2009,43.52371471,
CZE,GGEXP,TOT,PC_GDP,A,2010,42.87216237,
CZE,GGEXP,TOT,PC_GDP,A,2011,43.03474058,
CZE,GGEXP,TOT,PC_GDP,A,2012,44.4796833,
CZE,GGEXP,TOT,PC_GDP,A,2013,42.60257366,
CZE,GGEXP,TOT,PC_GDP,A,2014,42.23627998,
CZE,GGEXP,TOT,PC_GDP,A,2015,41.59872213,
DNK,GGEXP,TOT,PC_GDP,A,1995,58.52599608,
DNK,GGEXP,TOT,PC_GDP,A,1996,57.99844489,
DNK,GGEXP,TOT,PC_GDP,A,1997,55.90749383,
DNK,GGEXP,TOT,PC_GDP,A,1998,55.39524852,
DNK,GGEXP,TOT,PC_GDP,A,1999,54.53327008,
DNK,GGEXP,TOT,PC_GDP,A,2000,52.68676446,
DNK,GGEXP,TOT,PC_GDP,A,2001,52.83742342,
DNK,GGEXP,TOT,PC_GDP,A,2002,53.21431129,
DNK,GGEXP,TOT,PC_GDP,A,2003,53.63935713,
DNK,GGEXP,TOT,PC_GDP,A,2004,52.99737517,
DNK,GGEXP,TOT,PC_GDP,A,2005,51.24150054,
DNK,GGEXP,TOT,PC_GDP,A,2006,49.82975283,
DNK,GGEXP,TOT,PC_GDP,A,2007,49.59142419,
DNK,GGEXP,TOT,PC_GDP,A,2008,50.41077564,
DNK,GGEXP,TOT,PC_GDP,A,2009,56.5363039,
DNK,GGEXP,TOT,PC_GDP,A,2010,56.6732158,
DNK,GGEXP,TOT,PC_GDP,A,2011,56.42931168,
DNK,GGEXP,TOT,PC_GDP,A,2012,57.95492564,
DNK,GGEXP,TOT,PC_GDP,A,2013,55.82037823,
DNK,GGEXP,TOT,PC_GDP,A,2014,55.21771281,
DNK,GGEXP,TOT,PC_GDP,A,2015,54.77764382,
DNK,GGEXP,TOT,PC_GDP,A,2016,53.59570989,
FIN,GGEXP,TOT,PC_GDP,A,1990,47.85188441,
FIN,GGEXP,TOT,PC_GDP,A,1991,56.64313148,
FIN,GGEXP,TOT,PC_GDP,A,1992,61.73572809,
FIN,GGEXP,TOT,PC_GDP,A,1993,64.11811354,
FIN,GGEXP,TOT,PC_GDP,A,1994,62.5451701,
FIN,GGEXP,TOT,PC_GDP,A,1995,61.05259954,
FIN,GGEXP,TOT,PC_GDP,A,1996,59.51205173,
FIN,GGEXP,TOT,PC_GDP,A,1997,56.09275949,
FIN,GGEXP,TOT,PC_GDP,A,1998,52.36497151,
FIN,GGEXP,TOT,PC_GDP,A,1999,50.95924301,
FIN,GGEXP,TOT,PC_GDP,A,2000,48.01447223,
FIN,GGEXP,TOT,PC_GDP,A,2001,47.3382859,
FIN,GGEXP,TOT,PC_GDP,A,2002,48.52484001,
FIN,GGEXP,TOT,PC_GDP,A,2003,49.38344912,
FIN,GGEXP,TOT,PC_GDP,A,2004,49.30557747,
FIN,GGEXP,TOT,PC_GDP,A,2005,49.27518599,
FIN,GGEXP,TOT,PC_GDP,A,2006,48.34022733,
FIN,GGEXP,TOT,PC_GDP,A,2007,46.79554517,
FIN,GGEXP,TOT,PC_GDP,A,2008,48.25900439,
FIN,GGEXP,TOT,PC_GDP,A,2009,54.75807744,
FIN,GGEXP,TOT,PC_GDP,A,2010,54.75467664,
FIN,GGEXP,TOT,PC_GDP,A,2011,54.38438759,
FIN,GGEXP,TOT,PC_GDP,A,2012,56.2036708,
FIN,GGEXP,TOT,PC_GDP,A,2013,57.50130325,
FIN,GGEXP,TOT,PC_GDP,A,2014,58.05649377,
FIN,GGEXP,TOT,PC_GDP,A,2015,56.96031606,
FRA,GGEXP,TOT,PC_GDP,A,1995,54.18448007,
FRA,GGEXP,TOT,PC_GDP,A,1996,54.26331467,
FRA,GGEXP,TOT,PC_GDP,A,1997,53.91628627,
FRA,GGEXP,TOT,PC_GDP,A,1998,52.34387419,
FRA,GGEXP,TOT,PC_GDP,A,1999,52.05669246,
FRA,GGEXP,TOT,PC_GDP,A,2000,51.12842295,
FRA,GGEXP,TOT,PC_GDP,A,2001,51.21475772,
FRA,GGEXP,TOT,PC_GDP,A,2002,52.29840321,
FRA,GGEXP,TOT,PC_GDP,A,2003,52.78404434,
FRA,GGEXP,TOT,PC_GDP,A,2004,52.5237906,
FRA,GGEXP,TOT,PC_GDP,A,2005,52.87808314,
FRA,GGEXP,TOT,PC_GDP,A,2006,52.49319175,
FRA,GGEXP,TOT,PC_GDP,A,2007,52.22715054,
FRA,GGEXP,TOT,PC_GDP,A,2008,52.99045519,
FRA,GGEXP,TOT,PC_GDP,A,2009,56.76118363,
FRA,GGEXP,TOT,PC_GDP,A,2010,56.44396919,
FRA,GGEXP,TOT,PC_GDP,A,2011,55.91929039,
FRA,GGEXP,TOT,PC_GDP,A,2012,56.83087446,
FRA,GGEXP,TOT,PC_GDP,A,2013,56.97972255,
FRA,GGEXP,TOT,PC_GDP,A,2014,57.11668185,
FRA,GGEXP,TOT,PC_GDP,A,2015,56.63843977,
DEU,GGEXP,TOT,PC_GDP,A,1995,54.65990479,
DEU,GGEXP,TOT,PC_GDP,A,1996,48.94228373,
DEU,GGEXP,TOT,PC_GDP,A,1997,48.05728258,
DEU,GGEXP,TOT,PC_GDP,A,1998,47.68648766,
DEU,GGEXP,TOT,PC_GDP,A,1999,47.69434543,
DEU,GGEXP,TOT,PC_GDP,A,2000,44.74873375,
DEU,GGEXP,TOT,PC_GDP,A,2001,46.90804413,
DEU,GGEXP,TOT,PC_GDP,A,2002,47.26405316,
DEU,GGEXP,TOT,PC_GDP,A,2003,47.81561926,
DEU,GGEXP,TOT,PC_GDP,A,2004,46.31202051,
DEU,GGEXP,TOT,PC_GDP,A,2005,46.20007302,
DEU,GGEXP,TOT,PC_GDP,A,2006,44.69633344,
DEU,GGEXP,TOT,PC_GDP,A,2007,42.81737048,
DEU,GGEXP,TOT,PC_GDP,A,2008,43.57284502,
DEU,GGEXP,TOT,PC_GDP,A,2009,47.57621084,
DEU,GGEXP,TOT,PC_GDP,A,2010,47.25545142,
DEU,GGEXP,TOT,PC_GDP,A,2011,44.71000178,
DEU,GGEXP,TOT,PC_GDP,A,2012,44.29538912,
DEU,GGEXP,TOT,PC_GDP,A,2013,44.71375396,
DEU,GGEXP,TOT,PC_GDP,A,2014,44.27008631,
DEU,GGEXP,TOT,PC_GDP,A,2015,43.82438848,
GRC,GGEXP,TOT,PC_GDP,A,1995,45.99972432,
GRC,GGEXP,TOT,PC_GDP,A,1996,45.08299037,
GRC,GGEXP,TOT,PC_GDP,A,1997,43.70590626,
GRC,GGEXP,TOT,PC_GDP,A,1998,45.14916715,
GRC,GGEXP,TOT,PC_GDP,A,1999,46.15411241,
GRC,GGEXP,TOT,PC_GDP,A,2000,46.42567402,
GRC,GGEXP,TOT,PC_GDP,A,2001,45.98609322,
GRC,GGEXP,TOT,PC_GDP,A,2002,45.79692279,
GRC,GGEXP,TOT,PC_GDP,A,2003,46.59183003,
GRC,GGEXP,TOT,PC_GDP,A,2004,47.6145925,
GRC,GGEXP,TOT,PC_GDP,A,2005,45.56160745,
GRC,GGEXP,TOT,PC_GDP,A,2006,45.11672289,
GRC,GGEXP,TOT,PC_GDP,A,2007,47.06942209,
GRC,GGEXP,TOT,PC_GDP,A,2008,50.84540756,
GRC,GGEXP,TOT,PC_GDP,A,2009,54.07811171,
GRC,GGEXP,TOT,PC_GDP,A,2010,52.47765365,
GRC,GGEXP,TOT,PC_GDP,A,2011,54.28034933,
GRC,GGEXP,TOT,PC_GDP,A,2012,55.41727737,
GRC,GGEXP,TOT,PC_GDP,A,2013,62.29467817,
GRC,GGEXP,TOT,PC_GDP,A,2014,50.38384294,
GRC,GGEXP,TOT,PC_GDP,A,2015,55.21292385,
HUN,GGEXP,TOT,PC_GDP,A,1995,55.11448372,
HUN,GGEXP,TOT,PC_GDP,A,1996,50.82707333,
HUN,GGEXP,TOT,PC_GDP,A,1997,49.41331632,
HUN,GGEXP,TOT,PC_GDP,A,1998,50.60909173,
HUN,GGEXP,TOT,PC_GDP,A,1999,48.56145013,
HUN,GGEXP,TOT,PC_GDP,A,2000,47.06597132,
HUN,GGEXP,TOT,PC_GDP,A,2001,47.1013612,
HUN,GGEXP,TOT,PC_GDP,A,2002,50.79960714,
HUN,GGEXP,TOT,PC_GDP,A,2003,48.97138908,
HUN,GGEXP,TOT,PC_GDP,A,2004,48.45751955,
HUN,GGEXP,TOT,PC_GDP,A,2005,49.34334757,
HUN,GGEXP,TOT,PC_GDP,A,2006,51.42726682,
HUN,GGEXP,TOT,PC_GDP,A,2007,49.82956139,
HUN,GGEXP,TOT,PC_GDP,A,2008,48.50592951,
HUN,GGEXP,TOT,PC_GDP,A,2009,50.3623744,
HUN,GGEXP,TOT,PC_GDP,A,2010,49.23790062,
HUN,GGEXP,TOT,PC_GDP,A,2011,49.44790552,
HUN,GGEXP,TOT,PC_GDP,A,2012,48.35223257,
HUN,GGEXP,TOT,PC_GDP,A,2013,49.14145258,
HUN,GGEXP,TOT,PC_GDP,A,2014,48.72821198,
HUN,GGEXP,TOT,PC_GDP,A,2015,49.55603219,
ISL,GGEXP,TOT,PC_GDP,A,2013,43.91452865,
ISL,GGEXP,TOT,PC_GDP,A,2014,45.27574925,
ISL,GGEXP,TOT,PC_GDP,A,2015,42.88243862,
IRL,GGEXP,TOT,PC_GDP,A,1995,40.8293264,
IRL,GGEXP,TOT,PC_GDP,A,1996,38.99108492,
IRL,GGEXP,TOT,PC_GDP,A,1997,36.50560815,
IRL,GGEXP,TOT,PC_GDP,A,1998,34.59633163,
IRL,GGEXP,TOT,PC_GDP,A,1999,33.97026246,
IRL,GGEXP,TOT,PC_GDP,A,2000,30.87663329,
IRL,GGEXP,TOT,PC_GDP,A,2001,32.49203094,
IRL,GGEXP,TOT,PC_GDP,A,2002,33.04536761,
IRL,GGEXP,TOT,PC_GDP,A,2003,32.98640269,
IRL,GGEXP,TOT,PC_GDP,A,2004,33.1558645,
IRL,GGEXP,TOT,PC_GDP,A,2005,33.34056157,
IRL,GGEXP,TOT,PC_GDP,A,2006,33.84399131,
IRL,GGEXP,TOT,PC_GDP,A,2007,35.86554571,
IRL,GGEXP,TOT,PC_GDP,A,2008,41.80905025,
IRL,GGEXP,TOT,PC_GDP,A,2009,47.00357229,
IRL,GGEXP,TOT,PC_GDP,A,2010,65.09239466,
IRL,GGEXP,TOT,PC_GDP,A,2011,46.27067613,
IRL,GGEXP,TOT,PC_GDP,A,2012,41.86908491,
IRL,GGEXP,TOT,PC_GDP,A,2013,39.77587096,
IRL,GGEXP,TOT,PC_GDP,A,2014,37.52477401,
IRL,GGEXP,TOT,PC_GDP,A,2015,28.74386704,
ITA,GGEXP,TOT,PC_GDP,A,1995,51.80459214,
ITA,GGEXP,TOT,PC_GDP,A,1996,51.64013519,
ITA,GGEXP,TOT,PC_GDP,A,1997,49.62344405,
ITA,GGEXP,TOT,PC_GDP,A,1998,48.31170362,
ITA,GGEXP,TOT,PC_GDP,A,1999,47.3676369,
ITA,GGEXP,TOT,PC_GDP,A,2000,45.49796924,
ITA,GGEXP,TOT,PC_GDP,A,2001,47.51825828,
ITA,GGEXP,TOT,PC_GDP,A,2002,46.78642544,
ITA,GGEXP,TOT,PC_GDP,A,2003,47.24487413,
ITA,GGEXP,TOT,PC_GDP,A,2004,46.83819875,
ITA,GGEXP,TOT,PC_GDP,A,2005,47.14392014,
ITA,GGEXP,TOT,PC_GDP,A,2006,47.62962024,
ITA,GGEXP,TOT,PC_GDP,A,2007,46.79112955,
ITA,GGEXP,TOT,PC_GDP,A,2008,47.8303843,
ITA,GGEXP,TOT,PC_GDP,A,2009,51.15850349,
ITA,GGEXP,TOT,PC_GDP,A,2010,49.89010695,
ITA,GGEXP,TOT,PC_GDP,A,2011,49.37895081,
ITA,GGEXP,TOT,PC_GDP,A,2012,50.7588028,
ITA,GGEXP,TOT,PC_GDP,A,2013,50.83431743,
ITA,GGEXP,TOT,PC_GDP,A,2014,50.87872493,
ITA,GGEXP,TOT,PC_GDP,A,2015,50.10312305,
JPN,GGEXP,TOT,PC_GDP,A,2005,35.5129845,
JPN,GGEXP,TOT,PC_GDP,A,2006,35.03332924,
JPN,GGEXP,TOT,PC_GDP,A,2007,35.08264806,
JPN,GGEXP,TOT,PC_GDP,A,2008,36.70440511,
JPN,GGEXP,TOT,PC_GDP,A,2009,40.72422733,
JPN,GGEXP,TOT,PC_GDP,A,2010,39.60880489,
JPN,GGEXP,TOT,PC_GDP,A,2011,40.90710682,
JPN,GGEXP,TOT,PC_GDP,A,2012,40.69141736,
JPN,GGEXP,TOT,PC_GDP,A,2013,40.83009987,
JPN,GGEXP,TOT,PC_GDP,A,2014,40.29427796,
JPN,GGEXP,TOT,PC_GDP,A,2015,39.47175472,
KOR,GGEXP,TOT,PC_GDP,A,1970,19.95849435,
KOR,GGEXP,TOT,PC_GDP,A,1971,20.79631841,
KOR,GGEXP,TOT,PC_GDP,A,1972,19.89764778,
KOR,GGEXP,TOT,PC_GDP,A,1973,18.59798676,
KOR,GGEXP,TOT,PC_GDP,A,1974,19.19948223,
KOR,GGEXP,TOT,PC_GDP,A,1975,22.97074754,
KOR,GGEXP,TOT,PC_GDP,A,1976,21.50528682,
KOR,GGEXP,TOT,PC_GDP,A,1977,22.05363844,
KOR,GGEXP,TOT,PC_GDP,A,1978,20.52783228,
KOR,GGEXP,TOT,PC_GDP,A,1979,21.24870806,
KOR,GGEXP,TOT,PC_GDP,A,1980,23.00785634,
KOR,GGEXP,TOT,PC_GDP,A,1981,25.6236315,
KOR,GGEXP,TOT,PC_GDP,A,1982,23.84828329,
KOR,GGEXP,TOT,PC_GDP,A,1983,22.89065787,
KOR,GGEXP,TOT,PC_GDP,A,1984,21.16379554,
KOR,GGEXP,TOT,PC_GDP,A,1985,21.52990156,
KOR,GGEXP,TOT,PC_GDP,A,1986,20.45518371,
KOR,GGEXP,TOT,PC_GDP,A,1987,19.42033977,
KOR,GGEXP,TOT,PC_GDP,A,1988,19.61465475,
KOR,GGEXP,TOT,PC_GDP,A,1989,20.79764919,
KOR,GGEXP,TOT,PC_GDP,A,1990,21.40286669,
KOR,GGEXP,TOT,PC_GDP,A,1991,22.27512714,
KOR,GGEXP,TOT,PC_GDP,A,1992,23.14026481,
KOR,GGEXP,TOT,PC_GDP,A,1993,22.82373513,
KOR,GGEXP,TOT,PC_GDP,A,1994,21.58767745,
KOR,GGEXP,TOT,PC_GDP,A,1995,21.97000376,
KOR,GGEXP,TOT,PC_GDP,A,1996,22.49534855,
KOR,GGEXP,TOT,PC_GDP,A,1997,23.26263309,
KOR,GGEXP,TOT,PC_GDP,A,1998,26.36579921,
KOR,GGEXP,TOT,PC_GDP,A,1999,25.67571222,
KOR,GGEXP,TOT,PC_GDP,A,2000,24.71228049,
KOR,GGEXP,TOT,PC_GDP,A,2001,26.4091499,
KOR,GGEXP,TOT,PC_GDP,A,2002,26.07123747,
KOR,GGEXP,TOT,PC_GDP,A,2003,32.57017102,
KOR,GGEXP,TOT,PC_GDP,A,2004,29.62793301,
KOR,GGEXP,TOT,PC_GDP,A,2005,29.48388737,
KOR,GGEXP,TOT,PC_GDP,A,2006,30.11133118,
KOR,GGEXP,TOT,PC_GDP,A,2007,29.67468827,
KOR,GGEXP,TOT,PC_GDP,A,2008,32.00510606,
KOR,GGEXP,TOT,PC_GDP,A,2009,34.88442989,
KOR,GGEXP,TOT,PC_GDP,A,2010,31.00147158,
KOR,GGEXP,TOT,PC_GDP,A,2011,32.34648802,
KOR,GGEXP,TOT,PC_GDP,A,2012,32.72784546,
KOR,GGEXP,TOT,PC_GDP,A,2013,31.75996789,
KOR,GGEXP,TOT,PC_GDP,A,2014,31.98013054,
KOR,GGEXP,TOT,PC_GDP,A,2015,32.29535716,
LUX,GGEXP,TOT,PC_GDP,A,1995,40.67527708,
LUX,GGEXP,TOT,PC_GDP,A,1996,41.0988738,
LUX,GGEXP,TOT,PC_GDP,A,1997,41.19981072,
LUX,GGEXP,TOT,PC_GDP,A,1998,41.81549577,
LUX,GGEXP,TOT,PC_GDP,A,1999,39.38196825,
LUX,GGEXP,TOT,PC_GDP,A,2000,37.812477,
LUX,GGEXP,TOT,PC_GDP,A,2001,38.2295033,
LUX,GGEXP,TOT,PC_GDP,A,2002,41.35923303,
LUX,GGEXP,TOT,PC_GDP,A,2003,43.50088343,
LUX,GGEXP,TOT,PC_GDP,A,2004,43.82469834,
LUX,GGEXP,TOT,PC_GDP,A,2005,43.57871056,
LUX,GGEXP,TOT,PC_GDP,A,2006,39.66015,
LUX,GGEXP,TOT,PC_GDP,A,2007,37.80569345,
LUX,GGEXP,TOT,PC_GDP,A,2008,39.69568131,
LUX,GGEXP,TOT,PC_GDP,A,2009,45.14346227,
LUX,GGEXP,TOT,PC_GDP,A,2010,44.12582248,
LUX,GGEXP,TOT,PC_GDP,A,2011,42.36603724,
LUX,GGEXP,TOT,PC_GDP,A,2012,44.06986338,
LUX,GGEXP,TOT,PC_GDP,A,2013,43.32193681,
LUX,GGEXP,TOT,PC_GDP,A,2014,41.79642661,
LUX,GGEXP,TOT,PC_GDP,A,2015,41.46393257,
LUX,GGEXP,TOT,PC_GDP,A,2016,42.12361841,
NLD,GGEXP,TOT,PC_GDP,A,1995,53.70150089,
NLD,GGEXP,TOT,PC_GDP,A,1996,46.92137586,
NLD,GGEXP,TOT,PC_GDP,A,1997,45.34758508,
NLD,GGEXP,TOT,PC_GDP,A,1998,44.10747081,
NLD,GGEXP,TOT,PC_GDP,A,1999,43.46588307,
NLD,GGEXP,TOT,PC_GDP,A,2000,41.7659649,
NLD,GGEXP,TOT,PC_GDP,A,2001,43.1243392,
NLD,GGEXP,TOT,PC_GDP,A,2002,43.88444108,
NLD,GGEXP,TOT,PC_GDP,A,2003,44.73632791,
NLD,GGEXP,TOT,PC_GDP,A,2004,43.63809527,
NLD,GGEXP,TOT,PC_GDP,A,2005,42.31363486,
NLD,GGEXP,TOT,PC_GDP,A,2006,43.03709177,
NLD,GGEXP,TOT,PC_GDP,A,2007,42.45206105,
NLD,GGEXP,TOT,PC_GDP,A,2008,43.55993698,
NLD,GGEXP,TOT,PC_GDP,A,2009,48.17177835,
NLD,GGEXP,TOT,PC_GDP,A,2010,48.15537947,
NLD,GGEXP,TOT,PC_GDP,A,2011,46.97408267,
NLD,GGEXP,TOT,PC_GDP,A,2012,47.09887718,
NLD,GGEXP,TOT,PC_GDP,A,2013,46.27145545,
NLD,GGEXP,TOT,PC_GDP,A,2014,46.18405811,
NLD,GGEXP,TOT,PC_GDP,A,2015,44.88343817,
NLD,GGEXP,TOT,PC_GDP,A,2016,43.44309541,
NOR,GGEXP,TOT,PC_GDP,A,1995,50.26528256,
NOR,GGEXP,TOT,PC_GDP,A,1996,47.86779019,
NOR,GGEXP,TOT,PC_GDP,A,1997,46.26758046,
NOR,GGEXP,TOT,PC_GDP,A,1998,48.48537473,
NOR,GGEXP,TOT,PC_GDP,A,1999,47.12977236,
NOR,GGEXP,TOT,PC_GDP,A,2000,42.03374791,
NOR,GGEXP,TOT,PC_GDP,A,2001,43.80196666,
NOR,GGEXP,TOT,PC_GDP,A,2002,46.70637573,
NOR,GGEXP,TOT,PC_GDP,A,2003,47.86946017,
NOR,GGEXP,TOT,PC_GDP,A,2004,44.97825734,
NOR,GGEXP,TOT,PC_GDP,A,2005,42.06387114,
NOR,GGEXP,TOT,PC_GDP,A,2006,40.80829247,
NOR,GGEXP,TOT,PC_GDP,A,2007,41.42378689,
NOR,GGEXP,TOT,PC_GDP,A,2008,40.19354441,
NOR,GGEXP,TOT,PC_GDP,A,2009,46.05918564,
NOR,GGEXP,TOT,PC_GDP,A,2010,44.9436894,
NOR,GGEXP,TOT,PC_GDP,A,2011,43.75447777,
NOR,GGEXP,TOT,PC_GDP,A,2012,42.88889308,
NOR,GGEXP,TOT,PC_GDP,A,2013,43.96631524,
NOR,GGEXP,TOT,PC_GDP,A,2014,45.78800095,
NOR,GGEXP,TOT,PC_GDP,A,2015,48.79982015,
NOR,GGEXP,TOT,PC_GDP,A,2016,50.82485518,
POL,GGEXP,TOT,PC_GDP,A,2002,45.29063011,
POL,GGEXP,TOT,PC_GDP,A,2003,45.68143936,
POL,GGEXP,TOT,PC_GDP,A,2004,43.48574907,
POL,GGEXP,TOT,PC_GDP,A,2005,44.2908201,
POL,GGEXP,TOT,PC_GDP,A,2006,44.56125494,
POL,GGEXP,TOT,PC_GDP,A,2007,43.11357733,
POL,GGEXP,TOT,PC_GDP,A,2008,44.18969744,
POL,GGEXP,TOT,PC_GDP,A,2009,44.93531593,
POL,GGEXP,TOT,PC_GDP,A,2010,45.70012551,
POL,GGEXP,TOT,PC_GDP,A,2011,43.7712851,
POL,GGEXP,TOT,PC_GDP,A,2012,42.73900302,
POL,GGEXP,TOT,PC_GDP,A,2013,42.43111362,
POL,GGEXP,TOT,PC_GDP,A,2014,42.10724231,
POL,GGEXP,TOT,PC_GDP,A,2015,41.47523719,
PRT,GGEXP,TOT,PC_GDP,A,1995,42.6239469,
PRT,GGEXP,TOT,PC_GDP,A,1996,43.14925851,
PRT,GGEXP,TOT,PC_GDP,A,1997,42.44831523,
PRT,GGEXP,TOT,PC_GDP,A,1998,42.69842261,
PRT,GGEXP,TOT,PC_GDP,A,1999,42.55269727,
PRT,GGEXP,TOT,PC_GDP,A,2000,42.64409255,
PRT,GGEXP,TOT,PC_GDP,A,2001,44.11323944,
PRT,GGEXP,TOT,PC_GDP,A,2002,43.71862288,
PRT,GGEXP,TOT,PC_GDP,A,2003,45.32257862,
PRT,GGEXP,TOT,PC_GDP,A,2004,46.06422555,
PRT,GGEXP,TOT,PC_GDP,A,2005,46.67683299,
PRT,GGEXP,TOT,PC_GDP,A,2006,45.2415948,
PRT,GGEXP,TOT,PC_GDP,A,2007,44.48659921,
PRT,GGEXP,TOT,PC_GDP,A,2008,45.33550033,
PRT,GGEXP,TOT,PC_GDP,A,2009,50.22347053,
PRT,GGEXP,TOT,PC_GDP,A,2010,51.81860024,
PRT,GGEXP,TOT,PC_GDP,A,2011,50.01643955,
PRT,GGEXP,TOT,PC_GDP,A,2012,48.52706389,
PRT,GGEXP,TOT,PC_GDP,A,2013,49.93988729,
PRT,GGEXP,TOT,PC_GDP,A,2014,51.76701479,
PRT,GGEXP,TOT,PC_GDP,A,2015,48.28755543,
SVK,GGEXP,TOT,PC_GDP,A,1995,48.1526308,
SVK,GGEXP,TOT,PC_GDP,A,1996,53.08723918,
SVK,GGEXP,TOT,PC_GDP,A,1997,48.4176642,
SVK,GGEXP,TOT,PC_GDP,A,1998,45.56434087,
SVK,GGEXP,TOT,PC_GDP,A,1999,47.85745804,
SVK,GGEXP,TOT,PC_GDP,A,2000,52.02164874,
SVK,GGEXP,TOT,PC_GDP,A,2001,44.40301315,
SVK,GGEXP,TOT,PC_GDP,A,2002,45.13889839,
SVK,GGEXP,TOT,PC_GDP,A,2003,39.9052312,
SVK,GGEXP,TOT,PC_GDP,A,2004,37.81629619,
SVK,GGEXP,TOT,PC_GDP,A,2005,39.77552991,
SVK,GGEXP,TOT,PC_GDP,A,2006,38.76232741,
SVK,GGEXP,TOT,PC_GDP,A,2007,36.33922175,
SVK,GGEXP,TOT,PC_GDP,A,2008,36.93778727,
SVK,GGEXP,TOT,PC_GDP,A,2009,44.08436516,
SVK,GGEXP,TOT,PC_GDP,A,2010,42.14500292,
SVK,GGEXP,TOT,PC_GDP,A,2011,40.81687786,
SVK,GGEXP,TOT,PC_GDP,A,2012,40.63005869,
SVK,GGEXP,TOT,PC_GDP,A,2013,41.44074778,
SVK,GGEXP,TOT,PC_GDP,A,2014,41.93921314,
SVK,GGEXP,TOT,PC_GDP,A,2015,45.43984321,
ESP,GGEXP,TOT,PC_GDP,A,1995,44.33085077,
